Date,Open,High,Low,Close
25/01/2012,12673.63,12778.26,12580.12,12758.85
26/01/2012,12756.96,12841.95,12695.16,12734.63
27/01/2012,12733.95,12733.95,12630.72,12660.46
30/01/2012,12659.17,12659.32,12529.41,12653.72
31/01/2012,12654.78,12720.1,12567.33,12632.91
01/02/2012,12632.76,12784.62,12632.76,12716.46
02/02/2012,12716.54,12741.89,12676.05,12705.41
03/02/2012,12705.04,12869.95,12704.96,12862.23
06/02/2012,12860.72,12860.79,12793.43,12845.13
07/02/2012,12844.37,12903.71,12782.57,12878.2
08/02/2012,12865.79,12893.64,12817.69,12883.95
09/02/2012,12884.41,12924.71,12846.41,12890.46
10/02/2012,12889.55,12889.63,12743.56,12801.23
13/02/2012,12799.11,12887.93,12799.11,12874.04
14/02/2012,12871.77,12878.88,12786.93,12878.28
15/02/2012,12864.65,12899.47,12753.62,12780.95
16/02/2012,12779.81,12914,12779.58,12904.08
17/02/2012,12903.33,12967.92,12903.25,12949.87
21/02/2012,12949.34,13005.04,12926.11,12965.69
22/02/2012,12966.22,12977.91,12914.83,12938.67
23/02/2012,12937.08,12996.08,12882.67,12984.69
24/02/2012,12981.2,13013.82,12950.59,12982.95
27/02/2012,12981.13,13027.52,12882.59,12981.51
28/02/2012,12976.74,13021.51,12952.82,13005.12
29/02/2012,13005.42,13055.75,12929.66,12952.07
01/03/2012,12952.29,13032.67,12943.06,12980.3
02/03/2012,12980.75,12997.51,12927.77,12977.57
05/03/2012,12977.34,12977.34,12883.91,12962.81
06/03/2012,12958.65,12958.73,12734.86,12759.15
07/03/2012,12756.12,12857.73,12751.51,12837.33
08/03/2012,12835.53,12937.19,12835.53,12907.94
09/03/2012,12908.62,12968.79,12906.43,12922.02
12/03/2012,12920.58,12976.36,12919.98,12959.71
13/03/2012,12953.2,13180.4,12953.13,13177.68
14/03/2012,13177.15,13221.27,13166.25,13194.1
15/03/2012,13192.97,13253.51,13170.19,13252.76
16/03/2012,13253.51,13289.08,13231.45,13232.62
19/03/2012,13231.94,13269.71,13208.63,13239.13
20/03/2012,13238.45,13238.45,13123.38,13170.19
21/03/2012,13170.79,13190.02,13112.93,13124.62
22/03/2012,13124.4,13124.47,13017.42,13046.14
23/03/2012,13045.99,13099.91,13002.77,13080.73
26/03/2012,13082.62,13243.86,13082.39,13241.63
27/03/2012,13242.09,13264.98,13194.33,13197.73
28/03/2012,13195.39,13212.64,13069.26,13126.21
29/03/2012,13125.99,13151.57,13032.67,13145.82
30/03/2012,13147.94,13224.49,13147.78,13212.04
02/04/2012,13211.36,13297.11,13153.69,13264.49
03/04/2012,13258.96,13265.36,13131.21,13199.55
04/04/2012,13198.19,13198.19,13020.86,13074.75
05/04/2012,13067.18,13088.11,13012.46,13060.14
09/04/2012,13057.57,13057.72,12903.78,12929.59
10/04/2012,12929.44,12929.59,12710.56,12715.93
11/04/2012,12716.92,12844.82,12716.92,12805.39
12/04/2012,12806.45,12986.96,12806.3,12986.58
13/04/2012,12986.2,12986.35,12845.28,12849.59
16/04/2012,12850.88,12986.77,12850.8,12921.41
17/04/2012,12921.79,13131.36,12921.79,13115.54
18/04/2012,13114.56,13114.56,13027.49,13032.75
19/04/2012,13028.73,13080.2,12896.82,12964.1
20/04/2012,12964.48,13082.54,12964.25,13029.26
23/04/2012,13028.2,13028.2,12845.58,12927.17
24/04/2012,12927.77,13050.3,12926.49,13001.56
25/04/2012,12997.69,13105.7,12993.6,13090.72
26/04/2012,13090.11,13227.82,13075.96,13204.62
27/04/2012,13204.7,13266.68,13192.21,13228.31
30/04/2012,13228.31,13228.76,13176.01,13213.63
01/05/2012,13214.16,13338.66,13174.65,13279.32
02/05/2012,13278.11,13278.11,13192.21,13268.57
03/05/2012,13267.59,13284.09,13175.64,13206.59
04/05/2012,13204.62,13205,13022.34,13038.27
07/05/2012,13035.85,13049.09,12970,13008.53
08/05/2012,13000.73,13000.73,12810.39,12932.09
09/05/2012,12921.81,12921.81,12748.48,12835.06
10/05/2012,12831.58,12931.71,12820.3,12855.04
11/05/2012,12851.79,12918.01,12779.28,12820.6
14/05/2012,12818.49,12818.86,12661.48,12695.35
15/05/2012,12695.05,12758.43,12608.16,12632
16/05/2012,12617.32,12722.63,12597.34,12598.55
17/05/2012,12598.32,12611.42,12440.52,12442.49
18/05/2012,12443.02,12492.97,12336.76,12369.38
21/05/2012,12369.15,12508.11,12367.72,12504.48
22/05/2012,12505.38,12575.96,12447.33,12502.81
23/05/2012,12501.52,12508.3,12311.56,12496.15
24/05/2012,12491.91,12539.59,12419.63,12529.75
25/05/2012,12530.74,12533.12,12421.53,12454.83
29/05/2012,12454.83,12611.61,12454.6,12580.69
30/05/2012,12579.02,12579.1,12396.4,12419.86
31/05/2012,12414.41,12489.87,12316.48,12393.45
01/06/2012,12391.56,12391.63,12107.48,12118.57
04/06/2012,12119.85,12143.69,12035.09,12101.46
05/06/2012,12101.08,12147.55,12072.17,12127.95
06/06/2012,12125,12414.79,12125,12414.79
07/06/2012,12416.53,12555.26,12416.53,12460.96
08/06/2012,12460.81,12554.2,12398.44,12554.2
11/06/2012,12553.81,12650.47,12398.48,12411.23
12/06/2012,12412.07,12577.02,12411.91,12573.8
13/06/2012,12566.38,12598.25,12453.69,12496.38
14/06/2012,12497.89,12698.68,12497.66,12651.91
15/06/2012,12652.21,12774.7,12651.38,12767.17
18/06/2012,12767.02,12781.93,12696.18,12741.82
19/06/2012,12744.62,12898.94,12744.47,12837.33
20/06/2012,12837.1,12877.18,12744.92,12824.39
21/06/2012,12823.1,12857.39,12561.46,12573.57
22/06/2012,12574.82,12674.08,12574.67,12640.78
25/06/2012,12639.8,12639.87,12458.01,12502.66
26/06/2012,12503.57,12576.41,12452.03,12534.67
27/06/2012,12532.93,12646.87,12532.71,12627.01
28/06/2012,12626.25,12626.25,12450.17,12602.26
29/06/2012,12604.6,12880.39,12604.53,12880.09
02/07/2012,12879.71,12902.12,12795.48,12871.39
03/07/2012,12868.06,12946.2,12845.28,12943.66
05/07/2012,12941.85,12961.3,12852.24,12896.67
06/07/2012,12889.4,12889.4,12702.99,12772.47
09/07/2012,12772.02,12772.02,12686.57,12736.29
10/07/2012,12733.87,12830.29,12606.91,12653.12
11/07/2012,12653.04,12661.97,12534.33,12604.53
12/07/2012,12602.71,12630.64,12492.25,12573.27
13/07/2012,12573.73,12784.73,12573.04,12777.09
16/07/2012,12776.33,12779.58,12690.05,12727.21
17/07/2012,12728.73,12829.23,12645.1,12805.54
18/07/2012,12796.98,12921.94,12754.61,12908.7
19/07/2012,12909.61,12977.57,12889.93,12943.36
20/07/2012,12942.68,12942.83,12810.35,12822.57
23/07/2012,12820.45,12820.45,12583.41,12721.46
24/07/2012,12720.93,12730.09,12521.84,12617.32
25/07/2012,12617.77,12732.77,12617.62,12676.05
26/07/2012,12680.59,12931.22,12680.59,12887.93
27/07/2012,12888.91,13117.74,12888.53,13075.66
30/07/2012,13075.35,13128.64,13042.85,13073.01
31/07/2012,13071.72,13082.66,13006.48,13008.68
01/08/2012,13007.47,13074.83,12951.16,12976.13
02/08/2012,12969.7,12969.85,12778.9,12878.88
03/08/2012,12884.82,13133.18,12884.82,13096.17
06/08/2012,13099.88,13187.28,13099.72,13117.51
07/08/2012,13118.65,13215.97,13118.42,13168.6
08/08/2012,13158.1,13202.65,13115.24,13175.64
09/08/2012,13174.73,13200.23,13125.09,13165.19
10/08/2012,13163.15,13208.22,13094.96,13207.95
13/08/2012,13204.93,13205.01,13112.94,13169.43
14/08/2012,13168.11,13223.01,13142.1,13172.14
15/08/2012,13157.47,13192.89,13138.23,13164.78
16/08/2012,13163.24,13269.35,13145.85,13250.11
17/08/2012,13251.2,13281.32,13244.85,13275.2
20/08/2012,13274.58,13276.15,13230.06,13271.64
21/08/2012,13272.1,13330.76,13186.6,13203.58
22/08/2012,13198.31,13205.06,13120.34,13172.76
23/08/2012,13171.37,13171.37,13046.46,13057.46
24/08/2012,13052.82,13175.51,13027.2,13157.97
27/08/2012,13157.74,13176.17,13115.46,13124.67
28/08/2012,13122.74,13147.32,13081.12,13102.99
29/08/2012,13103.46,13144.81,13081.27,13107.48
30/08/2012,13101.29,13101.37,12978.91,13000.71
31/08/2012,13002.72,13151.87,13002.64,13090.84
04/09/2012,13092.15,13092.39,12977.09,13035.94
05/09/2012,13036.09,13095.91,13018.74,13047.48
06/09/2012,13045.23,13294.13,13045.08,13292
07/09/2012,13289.53,13320.27,13266.22,13306.64
10/09/2012,13308.56,13324.1,13251.39,13254.29
11/09/2012,13254.6,13354.34,13253.21,13323.36
12/09/2012,13321.62,13373.62,13317.52,13333.35
13/09/2012,13329.71,13573.33,13325.11,13539.86
14/09/2012,13540.4,13653.24,13533.94,13593.37
17/09/2012,13588.57,13593.15,13526.67,13553.1
18/09/2012,13552.33,13582.12,13517.81,13564.64
19/09/2012,13565.41,13626.48,13556.74,13577.96
20/09/2012,13575.17,13599.02,13503,13596.93
21/09/2012,13597.24,13647.1,13571.53,13579.47
24/09/2012,13577.85,13601.9,13521.68,13558.92
25/09/2012,13559.92,13620.21,13457.25,13457.55
26/09/2012,13458.63,13480.37,13406.91,13413.51
27/09/2012,13413.47,13522.83,13413.47,13485.97
28/09/2012,13485.89,13487.66,13367.27,13437.13
01/10/2012,13437.66,13598.25,13437.66,13515.11
02/10/2012,13515.3,13567.06,13424.92,13482.36
03/10/2012,13479.21,13536.27,13439.12,13494.61
04/10/2012,13495.18,13594.33,13495.18,13575.36
05/10/2012,13569.18,13661.87,13568.75,13610.15
08/10/2012,13589.26,13610.38,13552.09,13583.65
09/10/2012,13582.88,13592.33,13473.31,13473.53
10/10/2012,13473.53,13478.83,13327.62,13344.97
11/10/2012,13346.28,13428.49,13326.12,13326.39
12/10/2012,13325.62,13401.32,13296.43,13328.85
15/10/2012,13329.54,13437.66,13325.93,13424.23
16/10/2012,13423.84,13556.37,13423.76,13551.78
17/10/2012,13539.63,13561.65,13468.9,13557
18/10/2012,13553.24,13588.73,13510.93,13548.94
19/10/2012,13545.33,13545.49,13312.22,13343.51
22/10/2012,13344.28,13368.55,13235.15,13345.89
23/10/2012,13344.9,13344.9,13083.28,13102.53
24/10/2012,13103.53,13155.21,13063.63,13077.34
25/10/2012,13079.64,13214.11,13017.37,13103.68
26/10/2012,13104.22,13151.72,13040.17,13107.21
31/10/2012,13107.44,13189.08,13052.07,13096.46
01/11/2012,13099.19,13273.71,13099.11,13232.62
02/11/2012,13232.62,13289.45,13076.57,13093.16
05/11/2012,13092.28,13140.58,13038.71,13112.44
06/11/2012,13112.9,13290.75,13112.9,13245.68
07/11/2012,13228.24,13228.32,12876.6,12932.73
08/11/2012,12932.81,12980.23,12811.24,12811.32
09/11/2012,12811.17,12890.19,12743.39,12815.39
12/11/2012,12815.93,12861.28,12783,12815.08
13/11/2012,12808.71,12898.25,12748.51,12756.18
14/11/2012,12746.54,12797.73,12542.68,12570.95
15/11/2012,12571.1,12600.59,12496.56,12542.38
16/11/2012,12542.31,12604.17,12471.49,12588.31
19/11/2012,12590.23,12796.19,12590.23,12795.96
20/11/2012,12790.89,12808.56,12701.07,12788.51
21/11/2012,12788.36,12845.99,12786.13,12836.89
23/11/2012,12833.13,13011.45,12832.98,13009.53
26/11/2012,13008.45,13008.45,12900.17,12967.37
27/11/2012,12963.38,12980.19,12868.26,12878.13
28/11/2012,12875.56,12989.1,12765.32,12985.11
29/11/2012,12977.35,13062.56,12961.92,13021.82
30/11/2012,13022.05,13053.74,12988.68,13025.58
03/12/2012,13027.73,13087.32,12959.42,12965.6
04/12/2012,12966.45,13022.51,12940.07,12951.78
05/12/2012,12948.96,13089.11,12923.44,13034.49
06/12/2012,13026.19,13076.88,13007.84,13074.04
07/12/2012,13072.87,13157.28,13072.87,13155.13
10/12/2012,13154.89,13195.35,13139.08,13169.88
11/12/2012,13170.34,13306.57,13170.34,13248.44
12/12/2012,13250.05,13329.44,13227.44,13245.45
13/12/2012,13241.38,13264.41,13147.19,13170.72
14/12/2012,13170.8,13190.41,13118.46,13135.01
17/12/2012,13135.17,13244.33,13134.63,13235.39
18/12/2012,13236.61,13365.86,13232.58,13350.96
19/12/2012,13351.04,13357.7,13251.74,13251.97
20/12/2012,13246.67,13314.64,13216.03,13311.72
21/12/2012,13309.95,13309.95,13122.53,13190.84
24/12/2012,13190.15,13190.38,13128.55,13138.93
26/12/2012,13138.85,13174.88,13076.87,13114.59
27/12/2012,13114.97,13141.74,12964.08,13096.31
28/12/2012,13095.08,13095.46,12926.86,12938.11
31/12/2012,12938.19,13109.13,12883.89,13104.14
02/01/2013,13104.3,13412.71,13104.3,13412.55
03/01/2013,13413.01,13430.6,13358.3,13391.36
04/01/2013,13391.05,13447.11,13376.23,13435.21
07/01/2013,13436.13,13436.13,13343.32,13384.29
08/01/2013,13377.42,13377.42,13293.13,13328.85
09/01/2013,13329.92,13416.55,13329.08,13390.51
10/01/2013,13391.82,13478.2,13382.29,13471.22
11/01/2013,13471.45,13496.68,13439.97,13488.43
14/01/2013,13488.43,13520.18,13459.84,13507.32
15/01/2013,13507.32,13546.37,13445.8,13534.89
16/01/2013,13534.89,13534.89,13468.96,13511.23
17/01/2013,13511.23,13633.89,13510.24,13596.02
18/01/2013,13596.02,13649.93,13571.86,13649.7
22/01/2013,13649.7,13712.21,13622.96,13712.21
23/01/2013,13712.21,13794.29,13710.13,13779.33
24/01/2013,13779.33,13879.66,13779.33,13825.33
25/01/2013,13825.33,13895.98,13825.33,13895.98
28/01/2013,13895.98,13915.72,13862.57,13881.93
29/01/2013,13881.93,13969.99,13880.01,13954.42
30/01/2013,13954.42,13966.13,13896.95,13910.42
31/01/2013,13910.42,13941.06,13860.58,13860.58
01/02/2013,13860.58,14019.78,13860.58,14009.79
04/02/2013,14009.79,14009.79,13866.83,13880.08
05/02/2013,13880.08,14013.6,13880.08,13979.3
06/02/2013,13979.3,13991.61,13913.18,13986.52
07/02/2013,13986.52,13988.06,13852.2,13944.05
08/02/2013,13944.05,14022.62,13944.05,13992.97
11/02/2013,13992.97,13992.97,13940.41,13971.24
12/02/2013,13971.24,14038.97,13968.94,14018.7
13/02/2013,14018.7,14029.35,13945.78,13982.91
14/02/2013,13982.91,13990.36,13921.94,13973.39
15/02/2013,13973.39,14001.93,13906.73,13981.76
19/02/2013,13981.76,14044.82,13977.9,14035.67
20/02/2013,14035.67,14058.27,13919.28,13927.54
21/02/2013,13927.54,13927.54,13834.4,13880.62
22/02/2013,13880.62,14001.19,13880.62,14000.57
25/02/2013,14000.57,14081.58,13784.01,13784.17
26/02/2013,13784.17,13918.44,13784.17,13900.13
27/02/2013,13900.13,14104.86,13880.19,14075.37
28/02/2013,14075.37,14149.15,14050.18,14054.49
01/03/2013,14054.49,14107.09,13937.6,14089.66
04/03/2013,14089.66,14128.21,14030.37,14127.82
05/03/2013,14127.82,14286.37,14127.82,14253.77
06/03/2013,14253.77,14320.65,14253,14296.24
07/03/2013,14296.24,14354.69,14296.24,14329.49
08/03/2013,14329.49,14413.17,14329.49,14397.07
11/03/2013,14397.07,14448.06,14373.32,14447.29
12/03/2013,14447.29,14478.8,14412.06,14450.06
13/03/2013,14450.06,14472.8,14411.66,14455.28
14/03/2013,14455.28,14539.29,14455.28,14539.14
15/03/2013,14539.14,14539.14,14470.5,14514.11
18/03/2013,14514.11,14521.59,14404.21,14452.06
19/03/2013,14452.06,14514.34,14382.09,14455.82
20/03/2013,14455.82,14546.82,14455.82,14511.73
21/03/2013,14511.73,14511.73,14383.02,14421.49
22/03/2013,14421.49,14519.95,14421.49,14512.03
25/03/2013,14512.03,14563.75,14395,14447.75
26/03/2013,14447.75,14561.54,14447.75,14559.65
27/03/2013,14559.65,14559.65,14439.55,14526.16
28/03/2013,14526.16,14585.1,14520.86,14578.54
01/04/2013,14578.54,14605.72,14531.48,14572.85
02/04/2013,14572.85,14684.49,14572.85,14662.01
03/04/2013,14662.01,14683.13,14525.36,14550.35
04/04/2013,14550.35,14625.24,14538.72,14606.11
05/04/2013,14606.11,14606.11,14434.43,14565.25
08/04/2013,14565.25,14613.48,14497.8,14613.48
09/04/2013,14613.48,14716.46,14598.5,14673.46
10/04/2013,14673.46,14826.66,14673.46,14802.24
11/04/2013,14802.24,14887.51,14785.36,14865.14
12/04/2013,14865.14,14865.21,14790.57,14865.06
15/04/2013,14865.06,14865.06,14598.58,14599.2
16/04/2013,14599.2,14761.73,14599.2,14756.78
17/04/2013,14756.78,14756.78,14560.81,14618.59
18/04/2013,14618.59,14650.26,14495.29,14537.14
19/04/2013,14537.14,14553.73,14444.03,14547.51
22/04/2013,14547.51,14588.83,14457.6,14567.17
23/04/2013,14567.17,14721.42,14554.29,14719.46
24/04/2013,14719.46,14747.42,14666.54,14676.3
25/04/2013,14676.3,14768.05,14665.45,14700.8
26/04/2013,14700.8,14743.49,14684.82,14712.55
29/04/2013,14712.55,14844.96,14712.55,14818.75
30/04/2013,14818.75,14839.8,14734.47,14839.8
01/05/2013,14839.8,14839.8,14687.05,14700.95
02/05/2013,14700.95,14834.63,14700.95,14831.58
03/05/2013,14831.58,15009.59,14831.58,14973.96
06/05/2013,14973.96,14988.87,14941.09,14968.89
07/05/2013,14968.89,15056.67,14968.89,15056.2
08/05/2013,15056.2,15106.81,15021.87,15105.12
09/05/2013,15105.12,15144.83,15046.87,15082.62
10/05/2013,15082.62,15118.49,15038.18,15118.49
13/05/2013,15113.42,15113.42,15053.46,15091.68
14/05/2013,15091.68,15219.55,15089.3,15215.25
15/05/2013,15211.87,15301.34,15175.39,15275.69
16/05/2013,15273.92,15302.49,15215.82,15233.22
17/05/2013,15234.75,15357.4,15234.75,15354.4
20/05/2013,15348.33,15391.84,15314.15,15335.28
21/05/2013,15334.97,15434.5,15325.68,15387.58
22/05/2013,15387.12,15542.4,15265.96,15307.17
23/05/2013,15300.57,15348.41,15180.23,15294.5
24/05/2013,15290.74,15306.71,15199.63,15303.1
28/05/2013,15307.33,15521.49,15307.33,15409.39
29/05/2013,15399.94,15400.25,15229.53,15302.8
30/05/2013,15306.02,15398.7,15280.99,15324.53
31/05/2013,15322.22,15392.38,15115.57,15115.57
03/06/2013,15123.55,15254.11,15123.55,15254.03
04/06/2013,15255.22,15304.98,15100.78,15177.54
05/06/2013,15168.1,15168.63,14945.57,14960.59
06/06/2013,14955.45,15040.62,14844.22,15040.62
07/06/2013,15044.46,15255.58,15044.46,15248.12
10/06/2013,15247.81,15300.64,15211.25,15238.59
11/06/2013,15231.38,15251.07,15086.09,15122.02
12/06/2013,15130.39,15241.28,14981.21,14995.23
13/06/2013,14992.54,15202.27,14953.45,15176.08
14/06/2013,15178.08,15205.92,15044.8,15070.18
17/06/2013,15078.71,15261.71,15078.71,15179.85
18/06/2013,15186.3,15340.09,15186.3,15318.23
19/06/2013,15315.47,15322.07,15112.11,15112.19
20/06/2013,15105.51,15105.51,14732.03,14758.32
21/06/2013,14760.62,14858.56,14688.43,14799.4
24/06/2013,14795.79,14795.79,14551.27,14659.56
25/06/2013,14669.69,14812.03,14669.69,14760.31
26/06/2013,14769.99,14938.98,14769.68,14910.14
27/06/2013,14921.28,15075.01,14921.28,15024.49
28/06/2013,15016.58,15034.63,14884.8,14909.6
01/07/2013,14911.6,15083.28,14911.6,14974.96
02/07/2013,14974.96,15049.22,14870.51,14932.41
03/07/2013,14923.73,15025.9,14858.93,14988.37
05/07/2013,14995.46,15137.51,14971.2,15135.84
08/07/2013,15137.22,15262.72,15137.22,15224.69
09/07/2013,15228.46,15320.42,15228.46,15300.34
10/07/2013,15298.03,15348.95,15258.89,15291.66
11/07/2013,15298,15483.55,15298,15460.92
12/07/2013,15460.69,15498.39,15410.27,15464.3
15/07/2013,15459.69,15509.48,15455.77,15484.26
16/07/2013,15485.03,15498.16,15415.71,15451.85
17/07/2013,15456.92,15502,15438.12,15470.52
18/07/2013,15465.91,15589.4,15465.91,15548.54
19/07/2013,15524.27,15544.55,15491.96,15543.74
22/07/2013,15543.97,15576.21,15516.2,15545.55
23/07/2013,15547,15604.22,15544.06,15567.74
24/07/2013,15576.69,15602.6,15496.84,15542.24
25/07/2013,15539.17,15560.33,15455.59,15555.61
26/07/2013,15547.85,15560.97,15405.16,15558.83
29/07/2013,15557.14,15557.14,15482.27,15521.97
30/07/2013,15534.49,15593.91,15479.13,15520.59
31/07/2013,15528.57,15634.32,15492.96,15499.54
01/08/2013,15503.85,15650.69,15503.85,15628.02
02/08/2013,15627.56,15658.43,15558.68,15658.36
05/08/2013,15651.98,15655.21,15584.83,15612.13
06/08/2013,15608.44,15608.44,15473.4,15518.74
07/08/2013,15516.21,15516.21,15421.75,15470.67
08/08/2013,15477.27,15557.12,15418.6,15498.32
09/08/2013,15496.63,15507.76,15346.65,15425.51
12/08/2013,15415.22,15441.75,15359.93,15419.68
13/08/2013,15420.68,15504.14,15342.34,15451.01
14/08/2013,15447.71,15453.08,15316.62,15337.66
15/08/2013,15332.7,15332.7,15094,15112.2
16/08/2013,15112.6,15139.8,15054.4,15081.5
19/08/2013,15076.8,15106.4,15005.4,15010.7
20/08/2013,15011.8,15074.9,14992.2,15003
21/08/2013,14993.8,15019.7,14880.8,14897.6
22/08/2013,14908.6,14989.1,14899,14963.7
23/08/2013,14988.8,15025.6,14931.2,15010.5
26/08/2013,15014.6,15050,14945.2,14946.5
27/08/2013,14939.3,14939.3,14765.4,14776.1
28/08/2013,14771,14867.4,14760.4,14824.5
29/08/2013,14817.9,14916,14792.1,14841
30/08/2013,14844.1,14848.2,14762.4,14810.3
03/09/2013,14801.6,14933.4,14777.5,14834
04/09/2013,14832.4,14956.7,14799.1,14930.9
05/09/2013,14929.5,14987.5,14923.3,14937.5
06/09/2013,14941.6,15009.8,14789.4,14922.5
09/09/2013,14927.2,15088.4,14927.2,15063.1
10/09/2013,15067.2,15192.1,15067.2,15191.1
11/09/2013,15194.1,15326.6,15194.1,15326.6
12/09/2013,15327.1,15345.3,15283.3,15300.6
13/09/2013,15312.9,15381,15312.9,15376.1
16/09/2013,15381.4,15549.9,15381.4,15494.8
17/09/2013,15503.2,15555.1,15503.2,15529.7
18/09/2013,15533,15709.6,15470.2,15676.9
19/09/2013,15677.9,15695.9,15625.5,15636.6
20/09/2013,15635.1,15654.8,15448.1,15451.1
23/09/2013,15452.3,15467,15368.3,15401.4
24/09/2013,15402.5,15433.8,15327.1,15334.6
25/09/2013,15339,15372.5,15253.2,15273.3
26/09/2013,15274.4,15387.2,15274.4,15328.3
27/09/2013,15317.5,15317.5,15211.8,15258.2
30/09/2013,15249.8,15249.8,15086.7,15129.7
01/10/2013,15132.5,15208.4,15110.3,15191.7
02/10/2013,15182.7,15182.7,15044.7,15133.1
03/10/2013,15127.2,15127.2,14947,14996.5
04/10/2013,14994.7,15084,14972.3,15072.6
07/10/2013,15069.3,15069.3,14920.8,14936.2
08/10/2013,14938,14938,14773.5,14776.5
09/10/2013,14778.2,14852.5,14719.4,14803
10/10/2013,14806.4,15126.1,14806.4,15126.1
11/10/2013,15126.5,15237.3,15100.1,15237.1
14/10/2013,15231.3,15309.5,15136.4,15301.3
15/10/2013,15300.3,15301.9,15161.3,15168
16/10/2013,15170.7,15374.2,15170.7,15373.8
17/10/2013,15369.5,15376.1,15229,15371.7
18/10/2013,15371.7,15413,15321.8,15399.7
21/10/2013,15401.3,15410.2,15362.7,15392.2
22/10/2013,15394.2,15518.1,15394.2,15467.7
23/10/2013,15465.3,15465.7,15366.2,15413.3
24/10/2013,15414.9,15528.6,15414.1,15509.2
25/10/2013,15523.7,15570.6,15513,15570.3
28/10/2013,15569.2,15599.1,15533.5,15568.9
29/10/2013,15572.2,15683.1,15572.2,15680.4
30/10/2013,15680.7,15721,15574.5,15618.8
31/10/2013,15619.92,15651.86,15544.69,15545.75
01/11/2013,15558.01,15649.4,15543.25,15615.55
04/11/2013,15621.2,15658.9,15588.48,15639.12
05/11/2013,15631.22,15651.89,15522.18,15618.22
06/11/2013,15628.72,15750.29,15628.72,15746.88
07/11/2013,15751.31,15797.68,15586.33,15593.98
08/11/2013,15591.54,15764.29,15579.35,15761.78
11/11/2013,15759.28,15791.45,15737.22,15783.1
12/11/2013,15773.15,15793.38,15708.29,15750.67
13/11/2013,15739.5,15822.98,15672,15821.63
14/11/2013,15806.22,15884.99,15798.74,15876.22
15/11/2013,15876.16,15962.98,15875.9,15961.7
18/11/2013,15962.72,16030.28,15942.17,15976.02
19/11/2013,15974.06,16025.85,15943.78,15967.03
20/11/2013,15971.2,16016.85,15865.37,15900.82
21/11/2013,15908.07,16016.04,15908.07,16009.99
22/11/2013,16008.71,16068.78,15976.27,16064.77
25/11/2013,16072.09,16109.63,16055.46,16072.54
26/11/2013,16070.93,16120.25,16070.93,16072.8
27/11/2013,16073.37,16107.99,16057.34,16097.33
29/11/2013,16105.16,16174.51,16074.14,16086.41
02/12/2013,16087.12,16098,15986.23,16008.77
03/12/2013,16004.72,16004.72,15859.68,15914.62
04/12/2013,15910.51,15960.36,15791.29,15889.77
05/12/2013,15886.5,15896.19,15809.37,15821.51
06/12/2013,15825.55,16022.35,15825.55,16020.2
09/12/2013,16019.49,16058.4,16015.29,16025.53
10/12/2013,16024.12,16029.06,15969.53,15973.13
11/12/2013,15970.75,15997.22,15827.7,15843.53
12/12/2013,15844.82,15845.11,15703.79,15739.43
13/12/2013,15745.66,15792.8,15717.92,15755.36
16/12/2013,15759.6,15930.31,15759.6,15884.57
17/12/2013,15884.06,15917.96,15836.45,15875.26
18/12/2013,15876.57,16173.04,15808.92,16167.97
19/12/2013,16162.51,16194.72,16121.54,16179.08
20/12/2013,16178.57,16287.84,16178.57,16221.14
23/12/2013,16225.25,16318.11,16225.25,16294.61
24/12/2013,16295.7,16360.6,16295.7,16357.55
26/12/2013,16370.97,16483,16370.97,16479.88
27/12/2013,16486.37,16529.01,16461.23,16478.41
30/12/2013,16484.51,16504.35,16476.87,16504.29
31/12/2013,16512.38,16588.25,16511.48,16576.66
